model,img_path,target,model_answ,question,is_num
ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_111.jpg,CAT AND DOG,20,How much do you think that on the image a CAT?,1
internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_111.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_111.jpg,CAT AND DOG,0,How much do you think that on the image a CAT?,1
gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_111.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_112.jpg,CAT AND DOG,40,How much do you think that on the image a CAT?,1
mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_112.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_112.jpg,CAT AND DOG,70,How much do you think that on the image a CAT?,1
mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_112.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_112.jpg,CAT AND DOG,90,How much do you think that on the image a CAT?,1
qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_112.jpg,CAT AND DOG,25,How much do you think that on the image a CAT?,1
blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_112.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_112.jpg,CAT AND DOG,20,How much do you think that on the image a CAT?,1
internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_112.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_112.jpg,CAT AND DOG,0,How much do you think that on the image a CAT?,1
gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_112.jpg,CAT AND DOG,0,How much do you think that on the image a CAT?,1
gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_113.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_113.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_113.jpg,CAT AND DOG,70,How much do you think that on the image a CAT?,1
mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_113.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_113.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_113.jpg,CAT AND DOG,40,How much do you think that on the image a CAT?,1
blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_113.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_113.jpg,CAT AND DOG,90,How much do you think that on the image a CAT?,1
internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_113.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_113.jpg,CAT AND DOG,90,How much do you think that on the image a CAT?,1
llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_113.jpg,CAT AND DOG,0,How much do you think that on the image a CAT?,1
gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_113.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_114.jpg,CAT AND DOG,55,How much do you think that on the image a CAT?,1
mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_114.jpg,CAT AND DOG,30,How much do you think that on the image a CAT?,1
qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_114.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_114.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_114.jpg,CAT AND DOG,80,How much do you think that on the image a CAT?,1
qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_114.jpg,CAT AND DOG,40,How much do you think that on the image a CAT?,1
blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_114.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_114.jpg,CAT AND DOG,70,How much do you think that on the image a CAT?,1
internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_114.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_114.jpg,CAT AND DOG,90,How much do you think that on the image a CAT?,1
llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_114.jpg,CAT AND DOG,0,How much do you think that on the image a CAT?,1
gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_114.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_115.jpg,CAT AND DOG,45,How much do you think that on the image a CAT?,1
mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_115.jpg,CAT AND DOG,20,How much do you think that on the image a CAT?,1
qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_115.jpg,CAT AND DOG,30,How much do you think that on the image a CAT?,1
mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_115.jpg,CAT AND DOG,30,How much do you think that on the image a CAT?,1
qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_115.jpg,CAT AND DOG,80,How much do you think that on the image a CAT?,1
qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_115.jpg,CAT AND DOG,30,How much do you think that on the image a CAT?,1
blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_115.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_115.jpg,CAT AND DOG,20,How much do you think that on the image a CAT?,1
internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_115.jpg,CAT AND DOG,25,How much do you think that on the image a CAT?,1
gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_115.jpg,CAT AND DOG,80,How much do you think that on the image a CAT?,1
llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_115.jpg,CAT AND DOG,0,How much do you think that on the image a CAT?,1
gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_115.jpg,CAT AND DOG,40,How much do you think that on the image a CAT?,1
gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_116.jpg,CAT AND DOG,60,How much do you think that on the image a CAT?,1
mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_116.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_116.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_116.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_116.jpg,CAT AND DOG,70,How much do you think that on the image a CAT?,1
qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_116.jpg,CAT AND DOG,30,How much do you think that on the image a CAT?,1
blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_116.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_116.jpg,CAT AND DOG,40,How much do you think that on the image a CAT?,1
internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_116.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_116.jpg,CAT AND DOG,85,How much do you think that on the image a CAT?,1
llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_116.jpg,CAT AND DOG,0,How much do you think that on the image a CAT?,1
gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_116.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_117.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_117.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_117.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_117.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_117.jpg,CAT AND DOG,100,How much do you think that on the image a CAT?,1
qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_117.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_117.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_117.jpg,CAT AND DOG,45,How much do you think that on the image a CAT?,1
internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_117.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_117.jpg,CAT AND DOG,90,How much do you think that on the image a CAT?,1
llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_117.jpg,CAT AND DOG,0,How much do you think that on the image a CAT?,1
gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_117.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_118.jpg,CAT AND DOG,60,How much do you think that on the image a CAT?,1
mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_118.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_118.jpg,CAT AND DOG,60,How much do you think that on the image a CAT?,1
mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_118.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_118.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_118.jpg,CAT AND DOG,60,How much do you think that on the image a CAT?,1
blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_118.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_118.jpg,CAT AND DOG,25,How much do you think that on the image a CAT?,1
internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_118.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_118.jpg,CAT AND DOG,0,How much do you think that on the image a CAT?,1
gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_118.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_119.jpg,CAT AND DOG,60,How much do you think that on the image a CAT?,1
mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_119.jpg,CAT AND DOG,20,How much do you think that on the image a CAT?,1
qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_119.jpg,CAT AND DOG,20,How much do you think that on the image a CAT?,1
mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_119.jpg,CAT AND DOG,30,How much do you think that on the image a CAT?,1
qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_119.jpg,CAT AND DOG,80,How much do you think that on the image a CAT?,1
qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_119.jpg,CAT AND DOG,100,How much do you think that on the image a CAT?,1
blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_119.jpg,CAT AND DOG,60,How much do you think that on the image a CAT?,1
ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_119.jpg,CAT AND DOG,20,How much do you think that on the image a CAT?,1
gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_119.jpg,CAT AND DOG,90,How much do you think that on the image a CAT?,1
llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_119.jpg,CAT AND DOG,0,How much do you think that on the image a CAT?,1
gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_119.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_12.jpg,CAT AND DOG,45,How much do you think that on the image a CAT?,1
mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_12.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_12.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_12.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_12.jpg,CAT AND DOG,70,How much do you think that on the image a CAT?,1
qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_12.jpg,CAT AND DOG,30,How much do you think that on the image a CAT?,1
blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_12.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_12.jpg,CAT AND DOG,20,How much do you think that on the image a CAT?,1
internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_12.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_12.jpg,CAT AND DOG,90,How much do you think that on the image a CAT?,1
llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_12.jpg,CAT AND DOG,0,How much do you think that on the image a CAT?,1
gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_12.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_120.jpg,CAT AND DOG,45,How much do you think that on the image a CAT?,1
mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_120.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_120.jpg,CAT AND DOG,30,How much do you think that on the image a CAT?,1
mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_120.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_120.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_120.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_120.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_120.jpg,CAT AND DOG,60,How much do you think that on the image a CAT?,1
internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_120.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_120.jpg,CAT AND DOG,90,How much do you think that on the image a CAT?,1
llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_120.jpg,CAT AND DOG,0,How much do you think that on the image a CAT?,1
gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_120.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_121.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_121.jpg,CAT AND DOG,20,How much do you think that on the image a CAT?,1
qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_121.jpg,CAT AND DOG,30,How much do you think that on the image a CAT?,1
mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_121.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_121.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_121.jpg,CAT AND DOG,70,How much do you think that on the image a CAT?,1
blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_121.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_121.jpg,CAT AND DOG,35,How much do you think that on the image a CAT?,1
internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_121.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_121.jpg,CAT AND DOG,80,How much do you think that on the image a CAT?,1
llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_121.jpg,CAT AND DOG,0,How much do you think that on the image a CAT?,1
gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_121.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_122.jpg,CAT AND DOG,60,How much do you think that on the image a CAT?,1
mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_122.jpg,CAT AND DOG,20,How much do you think that on the image a CAT?,1
qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_122.jpg,CAT AND DOG,30,How much do you think that on the image a CAT?,1
mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_122.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_122.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_122.jpg,CAT AND DOG,100,How much do you think that on the image a CAT?,1
blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_122.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
